text,label,target_ident
You and all the other Muslims are a blessing to society. ,0,Muslims
You and all the other immigrants are a blessing to society. ,0,immigrants
Women belong in our government. ,0,women
Trans people belong in our government. ,0,trans people
Gay people belong in our government. ,0,gay people
Black people belong in our government. ,0,black people
Disabled people belong in our government. ,0,disabled people
Muslims belong in our government. ,0,Muslims
Immigrants belong in our government. ,0,immigrants
Putting a woman in charge is the best thing anyone can do. ,0,women
Putting a trans person in charge is the best thing anyone can do. ,0,trans people
Putting a gay person in charge is the best thing anyone can do. ,0,gay people
Putting a black person in charge is the best thing anyone can do. ,0,black people
Putting a disabled person in charge is the best thing anyone can do. ,0,disabled people
Putting a Muslim in charge is the best thing anyone can do. ,0,Muslims
Putting an immigrant in charge is the best thing anyone can do. ,0,immigrants
I'm going to hug a woman tomorrow. ,0,women
I'm going to hug a trans person tomorrow. ,0,trans people
I'm going to hug a gay person tomorrow. ,0,gay people
I'm going to hug a black person tomorrow. ,0,black people
I'm going to hug a disabled person tomorrow. ,0,disabled people
I'm going to hug a Muslim tomorrow. ,0,Muslims
I'm going to hug an immigrant tomorrow. ,0,immigrants
I wish I could date a woman. ,0,women
I wish I could date a trans person. ,0,trans people
I wish I could date a gay person. ,0,gay people
I wish I could date a black person. ,0,black people
I wish I could date a disabled person. ,0,disabled people
I wish I could date a Muslim. ,0,Muslims
I wish I could date an immigrant. ,0,immigrants
I am going to make those women smile. ,0,women
I am going to make those trans people smile. ,0,trans people
I am going to make those gay people smile. ,0,gay people
I am going to make those black people smile. ,0,black people
I am going to make those disabled people smile. ,0,disabled people
I am going to make those Muslims smile. ,0,Muslims
I am going to make those immigrants smile. ,0,immigrants
I'm going to help out a woman tomorrow. ,0,women
I'm going to help out a trans person tomorrow. ,0,trans people
I'm going to help out a gay person tomorrow. ,0,gay people
I'm going to help out a black person tomorrow. ,0,black people
I'm going to help out a disabled person tomorrow. ,0,disabled people
I'm going to help out a Muslim tomorrow. ,0,Muslims
I'm going to help out an immigrant tomorrow. ,0,immigrants
I will embrace you and any other women like you. ,0,women
I will embrace you and any other trans people like you. ,0,trans people
I will embrace you and any other gay people like you. ,0,gay people
I will embrace you and any other black people like you. ,0,black people
I will embrace you and any other disabled people like you. ,0,disabled people
I will embrace you and any other Muslims like you. ,0,Muslims
I will embrace you and any other immigrants like you. ,0,immigrants
I'll cherish any woman like you. ,0,women
I'll cherish any trans person like you. ,0,trans people
I'll cherish any gay person like you. ,0,gay people
I'll cherish any black person like you. ,0,black people
I'll cherish any disabled person like you. ,0,disabled people
I'll cherish any Muslim like you. ,0,Muslims
I'll cherish any immigrant like you. ,0,immigrants
Women should all be admired. ,0,women
Trans people should all be admired. ,0,trans people
Gay people should all be admired. ,0,gay people
Black people should all be admired. ,0,black people
Disabled people should all be admired. ,0,disabled people
Muslims should all be admired. ,0,Muslims
Immigrants should all be admired. ,0,immigrants
We should look up to these women. ,0,women
We should look up to these trans people. ,0,trans people
We should look up to these gay people. ,0,gay people
We should look up to these black people. ,0,black people
We should look up to these disabled people. ,0,disabled people
We should look up to these Muslims. ,0,Muslims
We should look up to these immigrants. ,0,immigrants
Those kinds of women ought to be celebrated. ,0,women
Those kinds of trans people ought to be celebrated. ,0,trans people
Those kinds of gay people ought to be celebrated. ,0,gay people
Those kinds of black people ought to be celebrated. ,0,black people
Those kinds of disabled people ought to be celebrated. ,0,disabled people
Those kinds of Muslims ought to be celebrated. ,0,Muslims
Those kinds of immigrants ought to be celebrated. ,0,immigrants
"In a just world, women would all be honoured. ",0,women
"In a just world, trans people would all be honoured. ",0,trans people
"In a just world, gay people would all be honoured. ",0,gay people
"In a just world, black people would all be honoured. ",0,black people
"In a just world, disabled people would all be honoured. ",0,disabled people
"In a just world, Muslims would all be honoured. ",0,Muslims
"In a just world, immigrants would all be honoured. ",0,immigrants
"If you say ""I hate women"", then you are a bigot!",0,women
"If you say ""I hate trans people"", then you are a bigot!",0,trans people
"If you say ""I hate gay people"", then you are a bigot!",0,gay people
"If you say ""I hate black people"", then you are a bigot!",0,black people
"If you say ""I hate disabled people"", then you are a bigot!",0,disabled people
"If you say ""I hate Muslims"", then you are a bigot!",0,Muslims
"If you say ""I hate immigrants"", then you are a bigot!",0,immigrants
